Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83970,-,-,-,34.09,-117.34,-8,351,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0,0,2,0.14400000000000002,1.2000000000000002,100.0,5,960.0
2017,1,1,0,30,0,0,2,0.14400000000000002,1.2000000000000002,100.0,5,960.0
2017,1,1,1,0,0,0,2,0.14400000000000002,1.4000000000000001,100.0,5,960.0
2017,1,1,1,30,0,0,2,0.14400000000000002,1.4000000000000001,100.0,5,960.0
2017,1,1,2,0,0,0,2,0.14400000000000002,1.5,100.0,5,960.0
2017,1,1,2,30,0,0,2,0.14400000000000002,1.3,100.0,4,960.0
2017,1,1,3,0,0,0,2,0.14400000000000002,1.1,100.0,4,960.0
2017,1,1,3,30,0,0,2,0.14400000000000002,1.0,100.0,4,960.0
2017,1,1,4,0,0,0,2,0.14400000000000002,1.0,100.0,4,960.0
2017,1,1,4,30,0,0,2,0.14400000000000002,1.0,100.0,4,960.0
2017,1,1,5,0,0,0,2,0.14400000000000002,1.0,100.0,4,960.0
2017,1,1,5,30,0,0,2,0.14400000000000002,0.9,100.0,4,960.0
2017,1,1,6,0,0,0,2,0.14400000000000002,0.9,100.0,4,960.0
2017,1,1,6,30,0,0,2,0.14400000000000002,0.9,100.0,4,960.0
2017,1,1,7,0,0,0,2,0.14400000000000002,0.9,100.0,5,960.0
2017,1,1,7,30,37,258,3,0.14400000000000002,1.0,93.38,6,960.0
2017,1,1,8,0,59,468,3,0.14400000000000002,1.2000000000000002,92.57000000000001,7,960.0
2017,1,1,8,30,76,590,3,0.14400000000000002,0.8,86.4,8,960.0
2017,1,1,9,0,83,694,4,0.14400000000000002,0.5,82.58,10,960.0
2017,1,1,9,30,91,750,4,0.14400000000000002,1.3,77.17,11,960.0
2017,1,1,10,0,195,259,3,0.14400000000000002,2.1,65.86,12,960.0
2017,1,1,10,30,77,888,3,0.14400000000000002,2.7,65.85,12,960.0
2017,1,1,11,0,82,895,3,0.14400000000000002,3.4000000000000004,59.38,13,960.0
2017,1,1,11,30,84,904,3,0.14400000000000002,3.6,59.36,13,960.0
2017,1,1,12,0,87,897,3,0.14400000000000002,3.9000000000000004,58.370000000000005,13,960.0
2017,1,1,12,30,86,893,3,0.14400000000000002,3.8000000000000003,58.35,13,960.0
2017,1,1,13,0,22,0,3,0.14400000000000002,3.7,58.050000000000004,13,960.0
2017,1,1,13,30,166,482,3,0.14400000000000002,3.6,58.050000000000004,13,960.0
2017,1,1,14,0,96,0,3,0.14400000000000002,3.5,58.04,13,960.0
2017,1,1,14,30,29,0,3,0.14400000000000002,3.4000000000000004,62.04,12,960.0
2017,1,1,15,0,23,0,3,0.14400000000000002,3.4000000000000004,67.95,12,960.0
2017,1,1,15,30,16,0,3,0.14400000000000002,2.9000000000000004,72.71000000000001,10,960.0
2017,1,1,16,0,8,0,4,0.14400000000000002,2.4000000000000004,82.57000000000001,9,960.0
2017,1,1,16,30,2,0,4,0.14400000000000002,2.2,88.46000000000001,8,960.0
2017,1,1,17,0,0,0,4,0.14400000000000002,2.0,99.54,7,960.0
2017,1,1,17,30,0,0,4,0.14400000000000002,2.1,99.57000000000001,7,960.0
2017,1,1,18,0,0,0,4,0.14400000000000002,2.3000000000000003,100.0,7,960.0
2017,1,1,18,30,0,0,4,0.14400000000000002,2.4000000000000004,100.0,7,960.0
2017,1,1,19,0,0,0,4,0.14400000000000002,2.5,100.0,8,960.0
2017,1,1,19,30,0,0,4,0.14400000000000002,2.5,100.0,8,960.0
