Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,82423,-,-,-,33.93,-116.66,-8,568,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2016,1,1,0,30,0,0,-11,0.20800000000000002,1.4000000000000001,45.52,1,970.0
2016,1,1,1,30,0,0,-11,0.20800000000000002,1.4000000000000001,46.28,1,970.0
2016,1,1,2,30,0,0,-10,0.20800000000000002,1.5,46.79,1,970.0
2016,1,1,3,30,0,0,-10,0.20800000000000002,1.6,50.96,1,970.0
2016,1,1,4,30,0,0,-10,0.20800000000000002,1.6,51.69,1,970.0
2016,1,1,5,30,0,0,-10,0.20800000000000002,1.6,52.480000000000004,1,970.0
2016,1,1,6,30,0,0,-10,0.20800000000000002,1.8,49.42,2,970.0
2016,1,1,7,30,30,495,-9,0.20800000000000002,2.7,44.82,4,970.0
2016,1,1,8,30,53,772,-10,0.20800000000000002,3.1,37.47,7,970.0
2016,1,1,9,30,64,886,-10,0.20800000000000002,2.5,30.45,9,970.0
2016,1,1,10,30,69,940,-10,0.20800000000000002,1.6,26.330000000000002,12,970.0
2016,1,1,11,30,72,957,-10,0.20800000000000002,1.0,23.04,13,970.0
2016,1,1,12,30,72,950,-10,0.20800000000000002,0.7000000000000001,21.71,14,970.0
2016,1,1,13,30,70,914,-9,0.20800000000000002,0.6000000000000001,22.04,14,970.0
2016,1,1,14,30,116,483,-9,0.20800000000000002,0.4,23.85,13,970.0
2016,1,1,15,30,48,688,-6,0.20800000000000002,0.4,35.82,11,970.0
2016,1,1,16,30,17,268,-7,0.20800000000000002,0.7000000000000001,38.42,9,970.0
2016,1,1,17,30,0,0,-8,0.20800000000000002,1.0,41.13,8,970.0
2016,1,1,18,30,0,0,-7,0.20800000000000002,1.1,44.5,6,970.0
2016,1,1,19,30,0,0,-8,0.20800000000000002,1.2000000000000002,47.4,5,970.0
2016,1,1,20,30,0,0,-8,0.20800000000000002,1.3,48.89,5,970.0
2016,1,1,21,30,0,0,-9,0.20800000000000002,1.3,47.15,5,970.0
2016,1,1,22,30,0,0,-9,0.20800000000000002,1.3,46.78,5,970.0
2016,1,1,23,30,0,0,-8,0.20800000000000002,1.3,47.300000000000004,5,970.0
2016,1,2,0,30,0,0,-9,0.20800000000000002,1.3,46.95,5,970.0
2016,1,2,1,30,0,0,-8,0.20800000000000002,1.3,47.7,5,970.0
2016,1,2,2,30,0,0,-8,0.20800000000000002,1.3,44.17,5,970.0
2016,1,2,3,30,0,0,-9,0.20800000000000002,1.3,43.65,5,970.0
2016,1,2,4,30,0,0,-8,0.20800000000000002,1.3,47.410000000000004,5,970.0
2016,1,2,5,30,0,0,-8,0.20800000000000002,1.3,48.31,5,970.0
2016,1,2,6,30,0,0,-8,0.20800000000000002,1.2000000000000002,49.17,5,970.0
2016,1,2,7,30,31,456,-6,0.20800000000000002,1.2000000000000002,44.67,7,970.0
2016,1,2,8,30,56,736,-5,0.20800000000000002,2.0,39.4,10,970.0
2016,1,2,9,30,70,850,-5,0.20800000000000002,2.6,35.46,12,970.0
2016,1,2,10,30,80,896,-4,0.20800000000000002,2.5,36.19,13,970.0
2016,1,2,11,30,85,914,-3,0.20800000000000002,2.3000000000000003,34.78,14,970.0
2016,1,2,12,30,85,908,-3,0.20800000000000002,2.1,32.730000000000004,15,970.0
2016,1,2,13,30,80,878,-3,0.20800000000000002,2.0,33.160000000000004,16,960.0
2016,1,2,14,30,71,803,-3,0.20800000000000002,1.6,36.03,15,960.0
2016,1,2,15,30,54,644,-1,0.20800000000000002,1.0,47.27,12,970.0
2016,1,2,16,30,29,0,0,0.20800000000000002,0.9,62.190000000000005,10,970.0
2016,1,2,17,30,0,0,-1,0.20800000000000002,1.0,59.18,9,970.0
2016,1,2,18,30,0,0,-1,0.20800000000000002,1.0,64.49,8,970.0
2016,1,2,19,30,0,0,-1,0.20800000000000002,1.1,69.28,8,970.0
2016,1,2,20,30,0,0,-1,0.20800000000000002,1.2000000000000002,68.15,7,970.0
