INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2019-07-23T20:00:00-00:00,2019-07-23T21:00:00-00:00,7/23/2019,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.6715,5
2019-07-23T21:00:00-00:00,2019-07-23T22:00:00-00:00,7/23/2019,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.47724,5
2019-07-23T22:00:00-00:00,2019-07-23T23:00:00-00:00,7/23/2019,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,49.95596,5
2019-07-23T23:00:00-00:00,2019-07-24T00:00:00-00:00,7/23/2019,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.53061,5
2019-07-24T00:00:00-00:00,2019-07-24T01:00:00-00:00,7/23/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,63.07845,5
2019-07-24T01:00:00-00:00,2019-07-24T02:00:00-00:00,7/23/2019,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,89.55848,5
2019-07-24T02:00:00-00:00,2019-07-24T03:00:00-00:00,7/23/2019,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,137.86786,5
2019-07-24T03:00:00-00:00,2019-07-24T04:00:00-00:00,7/23/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,72.20211,5
2019-07-24T04:00:00-00:00,2019-07-24T05:00:00-00:00,7/23/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.84938,5
2019-07-24T05:00:00-00:00,2019-07-24T06:00:00-00:00,7/23/2019,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.16034,5
2019-07-24T06:00:00-00:00,2019-07-24T07:00:00-00:00,7/23/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,38.13442,5
2019-07-24T01:00:00-00:00,2019-07-24T02:00:00-00:00,7/23/2019,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-24T06:00:00-00:00,2019-07-24T07:00:00-00:00,7/23/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.30486,6
2019-07-23T08:00:00-00:00,2019-07-23T09:00:00-00:00,7/23/2019,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T23:00:00-00:00,2019-07-24T00:00:00-00:00,7/23/2019,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.5209,6
2019-07-23T10:00:00-00:00,2019-07-23T11:00:00-00:00,7/23/2019,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T13:00:00-00:00,2019-07-23T14:00:00-00:00,7/23/2019,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T18:00:00-00:00,2019-07-23T19:00:00-00:00,7/23/2019,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.70291,6
2019-07-24T02:00:00-00:00,2019-07-24T03:00:00-00:00,7/23/2019,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T07:00:00-00:00,2019-07-23T08:00:00-00:00,7/23/2019,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T11:00:00-00:00,2019-07-23T12:00:00-00:00,7/23/2019,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T14:00:00-00:00,2019-07-23T15:00:00-00:00,7/23/2019,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T15:00:00-00:00,2019-07-23T16:00:00-00:00,7/23/2019,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.19333,6
2019-07-23T21:00:00-00:00,2019-07-23T22:00:00-00:00,7/23/2019,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.3238,6
2019-07-24T04:00:00-00:00,2019-07-24T05:00:00-00:00,7/23/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T09:00:00-00:00,2019-07-23T10:00:00-00:00,7/23/2019,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T12:00:00-00:00,2019-07-23T13:00:00-00:00,7/23/2019,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T16:00:00-00:00,2019-07-23T17:00:00-00:00,7/23/2019,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.25484,6
2019-07-23T22:00:00-00:00,2019-07-23T23:00:00-00:00,7/23/2019,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.64498,6
2019-07-24T00:00:00-00:00,2019-07-24T01:00:00-00:00,7/23/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.54094,6
2019-07-24T03:00:00-00:00,2019-07-24T04:00:00-00:00,7/23/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T19:00:00-00:00,2019-07-23T20:00:00-00:00,7/23/2019,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.34337,6
2019-07-23T20:00:00-00:00,2019-07-23T21:00:00-00:00,7/23/2019,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.13193,6
2019-07-23T17:00:00-00:00,2019-07-23T18:00:00-00:00,7/23/2019,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.23908,6
2019-07-24T05:00:00-00:00,2019-07-24T06:00:00-00:00,7/23/2019,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6
2019-07-23T07:00:00-00:00,2019-07-23T08:00:00-00:00,7/23/2019,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,35.71793,7
2019-07-23T08:00:00-00:00,2019-07-23T09:00:00-00:00,7/23/2019,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,29.69763,7
2019-07-23T09:00:00-00:00,2019-07-23T10:00:00-00:00,7/23/2019,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,28.0287,7
2019-07-23T10:00:00-00:00,2019-07-23T11:00:00-00:00,7/23/2019,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,27.53263,7
2019-07-23T11:00:00-00:00,2019-07-23T12:00:00-00:00,7/23/2019,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,27.93505,7
2019-07-23T12:00:00-00:00,2019-07-23T13:00:00-00:00,7/23/2019,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,34.05859,7
2019-07-23T13:00:00-00:00,2019-07-23T14:00:00-00:00,7/23/2019,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,38.99853,7
2019-07-23T14:00:00-00:00,2019-07-23T15:00:00-00:00,7/23/2019,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,34.32867,7
2019-07-23T15:00:00-00:00,2019-07-23T16:00:00-00:00,7/23/2019,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,30.2665,7
2019-07-23T16:00:00-00:00,2019-07-23T17:00:00-00:00,7/23/2019,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,34.25105,7
2019-07-23T17:00:00-00:00,2019-07-23T18:00:00-00:00,7/23/2019,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,36.67724,7
2019-07-23T18:00:00-00:00,2019-07-23T19:00:00-00:00,7/23/2019,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,40.64828,7
2019-07-23T19:00:00-00:00,2019-07-23T20:00:00-00:00,7/23/2019,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,45.42328,7
2019-07-23T20:00:00-00:00,2019-07-23T21:00:00-00:00,7/23/2019,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,50.43619,7
2019-07-23T21:00:00-00:00,2019-07-23T22:00:00-00:00,7/23/2019,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,52.57156,7
2019-07-23T22:00:00-00:00,2019-07-23T23:00:00-00:00,7/23/2019,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,52.90218,7
2019-07-23T23:00:00-00:00,2019-07-24T00:00:00-00:00,7/23/2019,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,60.67445,7
2019-07-24T00:00:00-00:00,2019-07-24T01:00:00-00:00,7/23/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,65.34063,7
2019-07-24T01:00:00-00:00,2019-07-24T02:00:00-00:00,7/23/2019,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,93.66082,7
2019-07-24T02:00:00-00:00,2019-07-24T03:00:00-00:00,7/23/2019,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,141.6208,7
2019-07-24T03:00:00-00:00,2019-07-24T04:00:00-00:00,7/23/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,73.87916,7
2019-07-24T04:00:00-00:00,2019-07-24T05:00:00-00:00,7/23/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,56.25,7
2019-07-24T05:00:00-00:00,2019-07-24T06:00:00-00:00,7/23/2019,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,42.5776,7
2019-07-24T06:00:00-00:00,2019-07-24T07:00:00-00:00,7/23/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,38.18854,7
2019-07-23T09:00:00-00:00,2019-07-23T10:00:00-00:00,7/23/2019,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0.01121,8
2019-07-23T11:00:00-00:00,2019-07-23T12:00:00-00:00,7/23/2019,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.07822,8
2019-07-24T02:00:00-00:00,2019-07-24T03:00:00-00:00,7/23/2019,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.75295,8
2019-07-23T18:00:00-00:00,2019-07-23T19:00:00-00:00,7/23/2019,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.78852,8
2019-07-23T17:00:00-00:00,2019-07-23T18:00:00-00:00,7/23/2019,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.42308,8
2019-07-23T15:00:00-00:00,2019-07-23T16:00:00-00:00,7/23/2019,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,8
2019-07-23T12:00:00-00:00,2019-07-23T13:00:00-00:00,7/23/2019,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.06812,8
2019-07-24T04:00:00-00:00,2019-07-24T05:00:00-00:00,7/23/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.40063,8
2019-07-23T20:00:00-00:00,2019-07-23T21:00:00-00:00,7/23/2019,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-2.63277,8
2019-07-23T10:00:00-00:00,2019-07-23T11:00:00-00:00,7/23/2019,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.01927,8
2019-07-23T23:00:00-00:00,2019-07-24T00:00:00-00:00,7/23/2019,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.66474,8
2019-07-23T19:00:00-00:00,2019-07-23T20:00:00-00:00,7/23/2019,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.88507,8
2019-07-23T13:00:00-00:00,2019-07-23T14:00:00-00:00,7/23/2019,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.37439,8
2019-07-23T08:00:00-00:00,2019-07-23T09:00:00-00:00,7/23/2019,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0.01188,8
2019-07-24T05:00:00-00:00,2019-07-24T06:00:00-00:00,7/23/2019,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.41726,8
2019-07-24T03:00:00-00:00,2019-07-24T04:00:00-00:00,7/23/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.67706,8
2019-07-24T01:00:00-00:00,2019-07-24T02:00:00-00:00,7/23/2019,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-4.10234,8
2019-07-23T07:00:00-00:00,2019-07-23T08:00:00-00:00,7/23/2019,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.00357,8
2019-07-24T06:00:00-00:00,2019-07-24T07:00:00-00:00,7/23/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.35897,8
2019-07-23T22:00:00-00:00,2019-07-23T23:00:00-00:00,7/23/2019,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-2.30125,8
2019-07-23T21:00:00-00:00,2019-07-23T22:00:00-00:00,7/23/2019,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-2.77052,8
2019-07-23T16:00:00-00:00,2019-07-23T17:00:00-00:00,7/23/2019,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.28099,8
2019-07-23T14:00:00-00:00,2019-07-23T15:00:00-00:00,7/23/2019,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.68657,8
2019-07-24T00:00:00-00:00,2019-07-24T01:00:00-00:00,7/23/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-2.80311,8
2019-07-24T07:00:00-00:00,2019-07-24T08:00:00-00:00,7/24/2019,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,33.63894,9
2019-07-24T08:00:00-00:00,2019-07-24T09:00:00-00:00,7/24/2019,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,33.30963,9
2019-07-24T09:00:00-00:00,2019-07-24T10:00:00-00:00,7/24/2019,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,27.99484,9
2019-07-24T10:00:00-00:00,2019-07-24T11:00:00-00:00,7/24/2019,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,27.42607,9
2019-07-24T11:00:00-00:00,2019-07-24T12:00:00-00:00,7/24/2019,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.27941,9
2019-07-24T12:00:00-00:00,2019-07-24T13:00:00-00:00,7/24/2019,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,31.56463,9
2019-07-24T13:00:00-00:00,2019-07-24T14:00:00-00:00,7/24/2019,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,34.71421,9
2019-07-24T14:00:00-00:00,2019-07-24T15:00:00-00:00,7/24/2019,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,30.66303,9
2019-07-24T15:00:00-00:00,2019-07-24T16:00:00-00:00,7/24/2019,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,27.56841,9
2019-07-24T16:00:00-00:00,2019-07-24T17:00:00-00:00,7/24/2019,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.82301,9
2019-07-24T17:00:00-00:00,2019-07-24T18:00:00-00:00,7/24/2019,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,31.81548,9
2019-07-24T18:00:00-00:00,2019-07-24T19:00:00-00:00,7/24/2019,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,31.75775,9
2019-07-24T19:00:00-00:00,2019-07-24T20:00:00-00:00,7/24/2019,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.5526,9
2019-07-24T20:00:00-00:00,2019-07-24T21:00:00-00:00,7/24/2019,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.199,9
2019-07-24T21:00:00-00:00,2019-07-24T22:00:00-00:00,7/24/2019,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,49.46395,9
2019-07-24T22:00:00-00:00,2019-07-24T23:00:00-00:00,7/24/2019,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.7401,9
2019-07-24T23:00:00-00:00,2019-07-25T00:00:00-00:00,7/24/2019,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.71592,9
2019-07-25T00:00:00-00:00,2019-07-25T01:00:00-00:00,7/24/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,64.38297,9
2019-07-25T01:00:00-00:00,2019-07-25T02:00:00-00:00,7/24/2019,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,97.97788,9
2019-07-25T02:00:00-00:00,2019-07-25T03:00:00-00:00,7/24/2019,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,143.33202,9
2019-07-25T03:00:00-00:00,2019-07-25T04:00:00-00:00,7/24/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,73.82737,9
2019-07-25T04:00:00-00:00,2019-07-25T05:00:00-00:00,7/24/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.29694,9
2019-07-25T05:00:00-00:00,2019-07-25T06:00:00-00:00,7/24/2019,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.43046,9
2019-07-25T06:00:00-00:00,2019-07-25T07:00:00-00:00,7/24/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.14264,9
2019-07-24T18:00:00-00:00,2019-07-24T19:00:00-00:00,7/24/2019,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-5.30817,10
2019-07-25T03:00:00-00:00,2019-07-25T04:00:00-00:00,7/24/2019,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-24T09:00:00-00:00,2019-07-24T10:00:00-00:00,7/24/2019,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-24T11:00:00-00:00,2019-07-24T12:00:00-00:00,7/24/2019,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-25T00:00:00-00:00,2019-07-25T01:00:00-00:00,7/24/2019,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.93351,10
2019-07-25T04:00:00-00:00,2019-07-25T05:00:00-00:00,7/24/2019,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-24T13:00:00-00:00,2019-07-24T14:00:00-00:00,7/24/2019,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.06288,10
2019-07-24T17:00:00-00:00,2019-07-24T18:00:00-00:00,7/24/2019,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.03155,10
2019-07-24T08:00:00-00:00,2019-07-24T09:00:00-00:00,7/24/2019,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-25T06:00:00-00:00,2019-07-25T07:00:00-00:00,7/24/2019,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,10
2019-07-24T15:00:00-00:00,2019-07-24T16:00:00-00:00,7/24/2019,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.29721,10
